student_id,grade,tech_savvy,timestamp,duration_minutes,engagement_score,completion_rate,quiz_score,material_rating,interaction_duration,related_materials,material_engagement_score,feature_engagement,jam_belajar,hari_dalam_minggu,akhir_pekan,efisiensi_belajar,rasio_penyelesaian,interaksi_total,material_type_encoded,preferensi_materi,jumlah_pengakses,engagement_rata2,gender_Male,learning_style_Kinesthetic,learning_style_Visual,subject_English,subject_History,subject_Mathematics,subject_Science,click_page_English,click_page_History,click_page_Home,click_page_Math,click_page_Science,performance_label_encoded,learning_speed_encoded,student_feedback_encoded,achievement_status_encoded,is_assessment_encoded
STU1011,0.0,0,2025-06-04 16:15:00,0.6727272727272726,0.4444444444444445,0.7222222222222222,0.5912314024085137,1.0,0.6666666666666667,Audio Lecture Literature,0.0379905891887389,0.8639367594451167,0.1428571428571428,2,0,0.0558599536511157,0.7222222222222222,0.3412162162162162,1,0.3540510543840178,0.6538461538461533,0.0706596681502631,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,1,0
STU1106,0.8,0,2025-06-18 22:15:00,0.7999999999999999,0.7777777777777777,0.8444444444444444,0.5847013960703209,1.0,0.3999999999999999,Audio Lecture Data Structures,0.0961379166909248,0.8198742164951595,1.0,2,0,0.0804299334308356,0.8444444444444444,0.6486486486486487,0,0.4095449500554938,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,2.0,1,0
STU1009,0.0,0,2024-12-03 20:30:00,0.9636363636363636,1.0,0.9111111111111112,0.5681836543433301,0.25,0.1333333333333333,Audio Lecture Chemistry,0.7772137316646007,0.4574232395065101,0.714285714285714,1,0,0.0855133776516099,0.9111111111111112,0.9662162162162165,2,0.513873473917869,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2.0,1.0,1,0
STU1140,0.0,1,2024-04-14 15:30:00,0.7454545454545454,0.6666666666666665,0.8888888888888888,0.5912314024085137,0.5,0.5333333333333334,Audio Lecture Literature,0.0541154919124591,0.5720407179273532,0.0,6,1,0.0742668949964992,0.8888888888888888,0.5304054054054055,1,0.4961154273029966,0.6538461538461533,0.0706596681502631,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,2.0,1,0
STU1095,0.5999999999999999,1,2024-08-03 18:45:00,0.6,1.0,0.9222222222222224,0.5681836543433301,0.0,0.6666666666666667,Video Lesson Physics,0.4278183839147165,0.9421646110354244,0.4285714285714284,5,1,0.1359362028544119,0.9222222222222224,0.6283783783783784,1,0.6356825749167592,0.6538461538461533,0.0706596681502631,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,1,0
STU1126,1.0000000000000002,1,2024-01-25 21:00:00,0.709090909090909,0.6666666666666665,0.9444444444444444,1.0,0.25,0.6000000000000001,Video Lesson Programming,0.7562385645250707,0.3923370348766165,0.8571428571428572,3,0,0.0781103897933133,0.9444444444444444,0.5067567567567568,2,0.3779134295227524,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,1.0,1,1
STU1132,0.5999999999999999,1,2025-03-01 16:15:00,0.5909090909090908,0.7777777777777777,1.0,1.0,0.25,0.8,Audio Lecture Data Structures,0.0754554908077984,0.0766692985571915,0.1428571428571428,5,1,0.1082507100369288,1.0,0.4932432432432433,2,0.4384017758046615,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,2.0,1,1
STU1064,0.1999999999999999,0,2024-05-20 20:00:00,0.6909090909090908,0.4444444444444445,0.9555555555555556,0.5847013960703209,0.75,0.4666666666666667,Audio Lecture Data Structures,0.4392759350631921,0.637500794768901,0.714285714285714,0,0,0.0543215828516688,0.9555555555555556,0.3496621621621621,2,0.7142064372918979,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,2.0,1,0
STU1002,0.0,1,2025-04-28 22:45:00,0.9909090909090909,0.7777777777777777,0.7,0.5912314024085137,1.0,0.7333333333333334,Video Lesson Grammar,0.3969887617273684,0.1892805246951167,1.0,0,0,0.0644205350491707,0.7,0.7905405405405406,2,0.3041065482796892,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.0,2.0,0,0
STU1066,0.3999999999999999,1,2025-04-01 22:15:00,0.0363636363636363,0.5555555555555556,0.6666666666666666,0.625,0.25,1.0,Interactive Exercise Ancient Civilizations,0.0599142811759352,0.5403797661908021,1.0,1,0,0.4659895852026223,0.6666666666666666,0.0574324324324324,2,0.3659822419533851,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0,0
STU1004,0.1999999999999999,0,2024-12-24 17:45:00,0.6,0.3333333333333333,0.8999999999999999,0.375,0.5,1.0,Interactive Exercise Algebra,0.3192534726815139,0.7468635380314066,0.2857142857142856,1,0,0.0482004862451941,0.9000000000000001,0.2432432432432432,1,0.4747502774694783,0.6538461538461533,0.0706596681502631,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1,0
STU1009,0.0,0,2025-05-26 20:30:00,0.4545454545454545,1.0,0.7555555555555555,1.0,0.5,0.7333333333333334,Video Lesson Physics,0.8673369541518943,0.3315407962148617,0.714285714285714,0,0,0.1749298540308367,0.7555555555555555,0.4932432432432433,2,0.513873473917869,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,2.0,1,1
STU1135,0.8,1,2025-06-27 21:15:00,0.2272727272727272,0.6666666666666665,0.8333333333333334,0.0139607032057917,0.75,0.6000000000000001,Video Lesson Physics,0.1962743565048032,0.8760317709074671,0.8571428571428572,4,0,0.2119738204898633,0.8333333333333333,0.1934121621621621,1,0.0788013318534961,0.6538461538461533,0.0706596681502631,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1
STU1003,0.8,1,2025-06-08 19:15:00,0.7636363636363636,0.2222222222222222,0.7111111111111111,1.0,1.0,0.6666666666666667,Video Lesson Physics,0.1718076836977311,0.0517316069438035,0.5714285714285712,6,1,0.0251776387136996,0.7111111111111111,0.2246621621621621,2,0.4217536071032187,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,1
STU1026,0.1999999999999999,0,2025-07-01 19:00:00,0.2363636363636363,0.5555555555555556,0.9222222222222224,0.5847013960703209,0.0,0.4666666666666667,Interactive Exercise Algorithms,0.3846642192054091,0.2406057241477928,0.5714285714285712,1,0,0.1749298519728385,0.9222222222222224,0.1689189189189189,1,0.4080651128375879,0.6538461538461533,0.0706596681502631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,1,0
STU1039,0.3999999999999999,1,2025-06-24 21:45:00,0.9090909090909092,0.7777777777777777,1.0,0.375,0.5,0.3999999999999999,Audio Lecture Calculus,0.8704061889751212,0.8605969221794065,0.8571428571428572,1,0,0.0705332144380654,1.0,0.7297297297297298,0,0.8718091009988901,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,1,0
STU1134,0.3999999999999999,0,2024-11-30 19:45:00,0.2545454545454545,0.4444444444444445,0.7666666666666666,0.375,1.0,0.2,Video Lesson Algebra,0.6668257202680411,0.1404255846829277,0.5714285714285712,5,1,0.1359362009303831,0.7666666666666667,0.1469594594594594,0,0.169811320754717,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,2.0,1,0
STU1113,0.5999999999999999,0,2025-02-03 17:45:00,0.2363636363636363,0.5555555555555556,0.6777777777777778,0.5912314024085137,0.25,0.8,Audio Lecture Literature,0.0230577788602074,0.965171337816815,0.2857142857142856,0,0,0.1749298519728385,0.6777777777777777,0.1689189189189189,0,0.0688124306326304,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0,0
STU1123,0.5999999999999999,0,2024-10-24 15:00:00,0.5818181818181818,1.0,0.9222222222222224,0.5847013960703209,0.25,0.3333333333333333,Interactive Exercise Algorithms,0.6819209106839907,0.1660939221460998,0.0,3,0,0.1398882621077272,0.9222222222222224,0.6114864864864865,0,0.2935627081021087,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,1,0
STU1120,0.8,1,2024-01-16 16:00:00,0.3272727272727272,0.6666666666666665,0.977777777777778,0.0,0.5,0.3999999999999999,Interactive Exercise Algebra,0.0978100667571044,0.7955277076561299,0.1428571428571428,1,0,0.1588237796490897,0.977777777777778,0.2584459459459459,0,0.2745098039215686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,1
STU1043,0.5999999999999999,1,2025-06-15 22:45:00,0.0,0.4444444444444445,0.8222222222222222,0.0,0.5,0.3999999999999999,Video Lesson Grammar,0.1845399641800249,0.3618697853401464,1.0,6,1,0.5453694987761225,0.8222222222222222,0.0287162162162162,0,0.169811320754717,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0,1
STU1184,0.3999999999999999,0,2025-03-22 16:45:00,0.1727272727272727,0.3333333333333333,0.7666666666666666,0.375,0.5,0.4666666666666667,Audio Lecture Calculus,0.4809258540899372,0.4095757444157197,0.1428571428571428,5,1,0.1429953951748693,0.7666666666666667,0.0844594594594594,2,0.0455049944506104,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0
STU1189,1.0000000000000002,1,2025-02-28 21:00:00,0.9090909090909092,0.3333333333333333,0.8666666666666667,0.5912314024085137,0.25,0.9333333333333332,Video Lesson Grammar,0.6889495214316897,0.2751745676618783,0.8571428571428572,4,0,0.0301216114718904,0.8666666666666667,0.3581081081081081,2,0.2219755826859045,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,1,0
STU1066,0.3999999999999999,1,2025-06-06 22:15:00,0.7363636363636363,0.2222222222222222,0.9888888888888888,0.7084087383660806,0.25,0.6666666666666667,Interactive Exercise Ancient Civilizations,0.5745044458193305,0.5151851931666912,1.0,4,0,0.0263469012351797,0.9888888888888888,0.2170608108108108,2,0.3659822419533851,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,1,1
STU1018,1.0000000000000002,0,2024-05-31 19:30:00,0.5818181818181818,0.8888888888888888,0.9444444444444444,0.375,0.0,0.2,Audio Lecture Calculus,0.1463131846797898,0.1914061733702402,0.5714285714285712,4,0,0.124870436747526,0.9444444444444444,0.5489864864864865,1,0.3546059933407325,0.6538461538461533,0.0706596681502631,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1,0
STU1031,1.0000000000000002,1,2025-06-17 22:00:00,0.7545454545454545,0.4444444444444445,0.8777777777777778,0.5912314024085137,0.0,0.2,Interactive Exercise Vocabulary,0.2032919934636022,0.1894563983289528,1.0,1,0,0.049458346125234,0.8777777777777778,0.379222972972973,1,0.4705882352941176,0.6538461538461533,0.0706596681502631,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1,0
STU1179,0.3999999999999999,0,2024-12-29 20:30:00,0.3181818181818181,0.5555555555555556,0.9111111111111112,0.1742179420889353,1.0,1.0,Video Lesson Physics,0.6869996416286881,0.5631599138094748,0.714285714285714,6,1,0.1378858841026132,0.9111111111111112,0.214527027027027,2,0.2963374028856825,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0,1
STU1081,0.3999999999999999,1,2025-04-14 18:30:00,0.7909090909090908,1.0,0.6888888888888889,0.0,0.75,0.3999999999999999,Audio Lecture Data Structures,0.3822603538906651,0.4229997330119918,0.4285714285714284,0,0,0.104278985847552,0.6888888888888889,0.8057432432432433,0,0.3629300776914539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.0,0.0,0,1
STU1018,1.0000000000000002,0,2024-08-17 17:30:00,0.1545454545454545,1.0,0.7222222222222222,0.625,0.0,0.0666666666666667,Video Lesson World War,0.9471833682564128,0.6681727504747413,0.2857142857142856,5,1,0.40130965684377,0.7222222222222222,0.214527027027027,0,0.3085460599334073,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2.0,2.0,1,0
STU1045,0.1999999999999999,0,2024-09-25 16:00:00,0.2545454545454545,0.7777777777777777,0.6888888888888889,0.5847013960703209,0.75,0.8,Audio Lecture Data Structures,0.6565083408998356,0.2860392385827375,0.1428571428571428,2,0,0.2236719163851836,0.6888888888888889,0.2432432432432432,0,0.1914539400665927,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0,0
STU1178,0.8,0,2025-04-18 16:00:00,0.8272727272727272,1.0,0.8222222222222222,0.7084087383660806,0.75,0.0,Audio Lecture Chemistry,0.766015133095503,0.2046162674152105,0.1428571428571428,4,0,0.0997416006512158,0.8222222222222222,0.8395270270270271,2,0.6051054384017758,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,1,1
STU1181,0.3999999999999999,1,2025-04-30 20:00:00,0.5363636363636363,0.8888888888888888,0.977777777777778,0.375,0.0,0.6000000000000001,Interactive Exercise Algebra,0.8223757976758587,0.5514456573791625,0.714285714285714,2,0,0.1346646705361466,0.977777777777778,0.5109797297297298,0,0.3248242693303736,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0
STU1138,0.8,0,2024-07-31 16:00:00,0.809090909090909,0.5555555555555556,0.7333333333333333,0.5681836543433301,0.75,0.6666666666666667,Video Lesson Physics,0.0580185995578963,0.4684489367308398,0.1428571428571428,2,0,0.0570626800479741,0.7333333333333333,0.4881756756756757,0,0.6267110617832038,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,2.0,1,0
STU1121,1.0000000000000002,0,2025-04-12 16:00:00,0.0545454545454545,0.2222222222222222,0.7111111111111111,0.2276370217166499,0.75,0.4666666666666667,Video Lesson Grammar,0.0850822867696055,0.7241218112300114,0.1428571428571428,5,1,0.1980823251710792,0.7111111111111111,0.027027027027027,1,0.4347021827598964,0.6538461538461533,0.0706596681502631,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0,1
STU1172,0.3999999999999999,0,2025-06-20 18:45:00,0.3090909090909091,0.6666666666666665,0.6666666666666666,0.375,0.0,0.2666666666666666,Video Lesson Algebra,0.062091868895478,0.6779864165845368,0.4285714285714284,4,0,0.1665107690718115,0.6666666666666666,0.2466216216216216,2,0.3201997780244173,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,2.0,0,0
STU1197,0.5999999999999999,0,2025-01-06 15:45:00,0.809090909090909,0.1111111111111111,0.0111111111111111,0.625,0.0,0.9333333333333332,Interactive Exercise Ancient Civilizations,0.974493982767096,0.029830729870852,0.0,0,0,0.0121608990198017,0.0111111111111111,0.1537162162162162,0,0.6248612652608213,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0
STU1051,0.5999999999999999,0,2025-06-11 22:30:00,0.9636363636363636,0.4444444444444445,0.6888888888888889,0.5912314024085137,0.5,0.5333333333333334,Audio Lecture Literature,0.3657833865449016,0.0,1.0,2,0,0.0376116930786627,0.6888888888888889,0.4763513513513514,1,0.244173140954495,0.6538461538461533,0.0706596681502631,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0
STU1056,0.1999999999999999,1,2023-11-27 17:15:00,0.8818181818181817,0.6666666666666665,0.8777777777777778,0.5681836543433301,1.0,0.4666666666666667,Video Lesson Physics,0.6878904462492533,0.3589051717215251,0.2857142857142856,0,0,0.06241312597306,0.8777777777777778,0.6190878378378379,2,0.51165371809101,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2.0,0.0,1,0
STU1004,0.1999999999999999,0,2024-12-19 20:45:00,0.4818181818181818,0.3333333333333333,0.7777777777777778,0.5681836543433301,0.5,0.7333333333333334,Video Lesson Physics,0.6873303940317317,0.4740283730425257,0.714285714285714,3,0,0.0602699497141426,0.7777777777777778,0.1993243243243243,0,0.5929522752497225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0
STU1067,0.3999999999999999,0,2025-04-02 17:00:00,0.0909090909090909,0.2222222222222222,0.6666666666666666,0.0,1.0,0.6000000000000001,Interactive Exercise Algorithms,0.6940513177357482,0.7923237196882419,0.2857142857142856,2,0,0.1564078639217295,0.6666666666666666,0.0371621621621621,0,0.0266370699223085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0,1
STU1003,0.8,1,2025-06-24 20:45:00,0.609090909090909,0.6666666666666665,0.8222222222222222,0.5847013960703209,0.0,0.2,Audio Lecture Data Structures,0.6512195333198963,0.7690221242884197,0.714285714285714,1,0,0.0907390155275334,0.8222222222222222,0.441722972972973,1,0.8706992230854607,0.6538461538461533,0.0706596681502631,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1,0
STU1020,0.8,1,2025-03-05 19:45:00,0.2636363636363636,0.7777777777777777,0.8555555555555555,0.5912314024085137,0.25,0.8,Video Lesson Grammar,0.773167599389975,0.2949585230155655,0.5714285714285712,2,0,0.217672893260044,0.8555555555555555,0.25,2,0.2674805771365149,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0
STU1089,0.5999999999999999,0,2024-07-12 19:00:00,0.5363636363636363,0.8888888888888888,0.6888888888888889,0.625,0.25,0.0,Interactive Exercise Ancient Civilizations,0.5538211856717542,0.5860466891571249,0.5714285714285712,4,0,0.1346646705361466,0.6888888888888889,0.5109797297297298,2,0.336662967073622,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0,0
STU1193,0.5999999999999999,0,2024-12-31 16:00:00,0.7272727272727272,0.6666666666666665,1.0,0.5912314024085137,1.0,1.0,Interactive Exercise Vocabulary,0.8820769521343688,0.2485473506219894,0.1428571428571428,1,0,0.0761459368976383,1.0,0.5185810810810811,1,0.492785793562708,0.6538461538461533,0.0706596681502631,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,2.0,1,0
STU1186,0.1999999999999999,0,2025-05-29 16:15:00,0.8999999999999999,1.0,0.8555555555555555,0.625,0.5,0.7333333333333334,Video Lesson World War,0.9017057373804594,0.0356958228362516,0.1428571428571428,3,0,0.091665887540314,0.8555555555555555,0.9070945945945946,1,0.486126526082131,0.6538461538461533,0.0706596681502631,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,2.0,1,0
STU1199,0.1999999999999999,0,2025-06-22 22:15:00,0.209090909090909,0.3333333333333333,0.6666666666666666,0.5681836543433301,0.0,1.0,Audio Lecture Chemistry,0.5358873690831206,0.1818564493462715,1.0,6,1,0.1244153488689127,0.6666666666666666,0.0979729729729729,0,0.2286348501664817,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0
STU1109,0.3999999999999999,0,2025-04-19 15:15:00,0.0,0.2222222222222222,0.8999999999999999,0.5681836543433301,0.5,1.0,Interactive Exercise Biology,0.9102661308320078,0.1001433428884809,0.0,5,1,0.3231057026679597,0.9000000000000001,0.0118243243243243,0,0.0776914539400665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,2.0,1,0
STU1177,1.0000000000000002,1,2024-11-13 19:15:00,0.8272727272727272,0.7777777777777777,0.7333333333333333,0.5681836543433301,1.0,0.3333333333333333,Video Lesson Physics,0.7253192862376378,0.8763137795209484,0.5714285714285712,2,0,0.0777352822221157,0.7333333333333333,0.668918918918919,1,0.4306326304106549,0.6538461538461533,0.0706596681502631,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,0.0,1,0
STU1092,0.1999999999999999,0,2023-12-04 21:00:00,0.7818181818181817,0.2222222222222222,0.8555555555555555,0.441313340227508,0.0,0.8666666666666667,Video Lesson Programming,0.8661144306435747,0.7875529793853306,0.8571428571428572,0,0,0.0244387297587302,0.8555555555555555,0.2297297297297297,1,0.3607103218645948,0.6538461538461533,0.0706596681502631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1,1
STU1098,0.1999999999999999,1,2025-02-02 21:00:00,0.3727272727272727,0.5555555555555556,0.8777777777777778,0.9755041365046532,0.75,0.2,Video Lesson Physics,0.211568832288802,0.3562174397217338,0.8571428571428572,6,1,0.1204534284918499,0.8777777777777778,0.2449324324324324,2,0.4450610432852386,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,2.0,1,1
